UT,noun_phrase,n
WOS:000641960900014,real robot,1
WOS:000641960900014,reality gap,1
WOS:000641960900014,recent development,1
WOS:000641960900014,robot,1
WOS:000641960900014,simulation,3
WOS:000641960900014,simulation step,1
WOS:000641960900014,soft robot design,1
WOS:000641960900014,starfish show,1
WOS:000641960900014,system identification,1
WOS:000641960900014,trajectory optimization,1
WOS:000641960900014,underwater soft robot,1
WOS:000641960900014,underwater soft robot model,1
WOS:000641960900014,water,1
WOS:000641972300019,logic na,1
WOS:000641972300019,metastability,1
WOS:000641972300019,single flux quantum,1
WOS:000642742500123,affect,1
WOS:000642742500123,assessment,1
WOS:000642742500123,attempt,1
WOS:000642742500123,behavioral signal,1
WOS:000642742500123,challenge,1
WOS:000642742500123,circadian misalignment,1
WOS:000642742500123,circadian misalignment indicator,1
WOS:000642742500123,commercial wearable sensor,1
WOS:000642742500123,correlate,1
WOS:000642742500123,dato,1
WOS:000642742500123,day shift nurse,1
WOS:000642742500123,difference,1
WOS:000642742500123,irregular work hour,1
WOS:000642742500123,large hospital setting,1
WOS:000642742500123,level,1
WOS:000642742500123,life satisfaction,2
WOS:000642742500123,lower level,1
WOS:000642742500123,multimodal analysis,1
WOS:000642742500123,night shift nurse,2
WOS:000642742500123,night shift nurse report poorer sleep quality,1
WOS:000642742500123,nurse,2
WOS:000642742500123,paper,1
WOS:000642742500123,period,1
WOS:000642742500123,physical activity,2
WOS:000642742500123,physical discomfort,1
WOS:000642742500123,poor eating habit,1
WOS:000642742500123,quality,1
WOS:000642742500123,result,1
WOS:000642742500123,self,1
WOS:000642742500123,shift,1
WOS:000642742500123,shift nurse,1
WOS:000642742500123,significant negative health outcomes,1
WOS:000642742500123,sleep,2
WOS:000642742500123,smoke,1
WOS:000642742500123,wearable sensor data night shift worker,1
WOS:000642742500123,wearable sensors,1
WOS:000642742500123,week,1
WOS:000642742500123,work performance,1
WOS:000643600400035,alga,2
WOS:000643600400035,algal cell,2
WOS:000643600400035,automate alga identification,1
WOS:000643600400035,color intensity,1
WOS:000643600400035,composition,1
WOS:000643600400035,concept,1
WOS:000643600400035,consum,1
WOS:000643600400035,continuously,1
WOS:000643600400035,conventional light microscopy,1
WOS:000643600400035,convolutional neural networnks,1
WOS:000643600400035,copper,1
WOS:000643600400035,different alga population,1
WOS:000643600400035,ecosystem,1
WOS:000643600400035,effect,1
WOS:000643600400035,effectiveness,1
WOS:000643600400035,environmental factor,1
WOS:000643600400035,experiment,1
WOS:000643600400035,expert,1
WOS:000643600400035,feature,1
WOS:000643600400035,field,1
WOS:000643600400035,flow rate,1
WOS:000643600400035,free color hologram,1
WOS:000643600400035,free image flow cytometry,1
WOS:000643600400035,free phenotypic analysis,1
WOS:000643600400035,growth rate,2
WOS:000643600400035,holographic image,1
WOS:000643600400035,identify,1
WOS:000643600400035,image flow cytometer,1
WOS:000643600400035,image processing,1
WOS:000643600400035,impact,1
WOS:000643600400035,interaction,1
WOS:000643600400035,label,2
WOS:000643600400035,lens,1
WOS:000643600400035,liquid sample,1
WOS:000643600400035,marine ecosystem,1
WOS:000643600400035,microalga,1
WOS:000643600400035,microalga monoculture,1
WOS:000643600400035,microalga population,4
WOS:000643600400035,mixture,1
WOS:000643600400035,ml /h,1
WOS:000643600400035,monitoring,1
WOS:000643600400035,nutrient,1
WOS:000643600400035,phase image,1
WOS:000643600400035,phenotypic analysis,1
WOS:000643600400035,physical characteristic,1
WOS:000643600400035,pollutant,1
WOS:000643600400035,portable imaging flow cytometer,1
WOS:000643600400035,proof,1
WOS:000643600400035,sample,3
WOS:000643600400035,spectral feature,1
WOS:000643600400035,state,1
WOS:000643600400035,system,1
WOS:000643600400035,temperature,1
WOS:000643600400035,throughput,1
WOS:000643600400035,time,1
WOS:000643600400035,toxin exposure,1
WOS:000643600400035,turn,1
WOS:000643600400035,various concentration,1
WOS:000643600400035,vital role,1
WOS:000643600400035,volume,1
WOS:000643600400035,work,1
WOS:000643800400001,approach,1
WOS:000643800400001,biomedical application,1
WOS:000643800400001,biotechnology,1
WOS:000643800400001,cdna,1
WOS:000643800400001,common lab reagent,1
WOS:000643800400001,fusion protocol,1
WOS:000643800400001,galactose induction,1
WOS:000643800400001,genomic rna,1
WOS:000643800400001,human,1
WOS:000643800400001,infectious sindbis virus,1
WOS:000643800400001,infectious sinv particle,1
WOS:000643800400001,large single strand rna viruse,1
WOS:000643800400001,mammalian cell fusion sindbis virus,1
WOS:000643800400001,many implication,1
WOS:000643800400001,mild symptom,1
WOS:000643800400001,mosquito bite,1
WOS:000643800400001,novel infectious sinv cdna construct,1
WOS:000643800400001,procedure,1
WOS:000643800400001,reagent quality,1
WOS:000643800400001,replication cycle,1
WOS:000643800400001,rescue,3
WOS:000643800400001,reverse genetic,1
WOS:000643800400001,rna virus,1
WOS:000643800400001,robust polyethylene glycol,1
WOS:000643800400001,sense,1
WOS:000643800400001,sinv,1
WOS:000643800400001,sinv infectious particle,1
WOS:000643800400001,sinv rescue,1
WOS:000643800400001,sinv-infectious mrna,1
WOS:000643800400001,spheroplast,1
WOS:000643800400001,susceptible cell,1
WOS:000643800400001,time,1
WOS:000643800400001,translation,1
WOS:000643800400001,transmission,1
WOS:000643800400001,understanding,1
WOS:000643800400001,useful tool,1
WOS:000643800400001,virus -host interaction,1
WOS:000643800400001,yeast,2
WOS:000643800400001,yeast cell,1
WOS:000645308900001,addition,1
WOS:000645308900001,bedtime,2
WOS:000645308900001,construct,1
WOS:000645308900001,data size,1
WOS:000645308900001,day length,1
WOS:000645308900001,demographic,1
WOS:000645308900001,duration,2
WOS:000645308900001,duration decrease,1
WOS:000645308900001,effect,1
WOS:000645308900001,individual,1
WOS:000645308900001,limitation,1
WOS:000645308900001,local weather,1
WOS:000645308900001,methodological difference,1
WOS:000645308900001,outdoor temperature increase,1
WOS:000645308900001,previous study,1
WOS:000645308900001,quality,1
WOS:000645308900001,reference season winter,1
WOS:000645308900001,season,2
WOS:000645308900001,seasonal effect,1
WOS:000645308900001,significant effect,1
WOS:000645308900001,sleep,2
WOS:000645308900001,sleep behavior,1
WOS:000645308900001,sleep duration,1
WOS:000645308900001,sleep habits,1
WOS:000645308900001,sleep patterns,2
WOS:000645308900001,spring season,1
WOS:000645308900001,strongest seasonal effect,1
WOS:000645308900001,summer solstice,1
WOS:000645308900001,trait,1
WOS:000645308900001,u.s.,1
WOS:000645308900001,unclear result,1
WOS:000645308900001,unobtrusive measure,1
WOS:000645308900001,wake time,4
WOS:000645308900001,weather,1
WOS:000645308900001,weather effect,2
WOS:000645308900001,winter,1
WOS:000645308900001,year,1
WOS:000649590200008,accurate generic object detection,1
WOS:000649590200008,additional effort,1
WOS:000649590200008,additional segmentation label,1
WOS:000649590200008,appearance variation,1
WOS:000649590200008,art algorithm,1
WOS:000649590200008,article,1
WOS:000649590200008,consist,1
WOS:000649590200008,conventional detection schema,1
WOS:000649590200008,deep neural network,1
WOS:000649590200008,deep regionlet,4
WOS:000649590200008,deep regionlet framework,1
WOS:000649590200008,detection bounding box proposal,1
WOS:000649590200008,detection framework,1
WOS:000649590200008,effect,1
WOS:000649590200008,effectiveness,1
WOS:000649590200008,end trainable,1
WOS:000649590200008,extensive experiment,1
WOS:000649590200008,feature,1
WOS:000649590200008,framework,1
WOS:000649590200008,gating network,1
WOS:000649590200008,generic object detection,1
WOS:000649590200008,instance dependent soft feature selection,1
WOS:000649590200008,local feature selection,1
WOS:000649590200008,mask r-cnn,1
WOS:000649590200008,method yield competitive performance,1
WOS:000649590200008,microsoft coco dataset,1
WOS:000649590200008,module,2
WOS:000649590200008,module focus,1
WOS:000649590200008,multiple aspect ratio,1
WOS:000649590200008,non-rectangular region selection,1
WOS:000649590200008,novel object detection algorithm,1
WOS:000649590200008,object appearance,1
WOS:000649590200008,object deformation,1
WOS:000649590200008,object proposal,1
WOS:000649590200008,pascal voc dataset,1
WOS:000649590200008,pooling,1
WOS:000649590200008,present ablation study,1
WOS:000649590200008,region selection network,1
WOS:000649590200008,region selection network provide guidance,1
WOS:000649590200008,regionlet,4
WOS:000649590200008,representation,1
WOS:000649590200008,retinanet,1
WOS:000649590200008,state,1
WOS:000649590200008,sub-region,2
WOS:000649590200008,transformation,1
WOS:000649590200008,variation,1
WOS:000651426700030,additional error,1
WOS:000651426700030,advantage,1
WOS:000651426700030,ancilla leakage,2
WOS:000651426700030,ancilla qubit,1
WOS:000651426700030,ancilla qubit leakage,1
WOS:000651426700030,circuit,1
WOS:000651426700030,code,1
WOS:000651426700030,computational subspace,1
WOS:000651426700030,critical fault,1
WOS:000651426700030,critical fault location,1
WOS:000651426700030,damaging error,1
WOS:000651426700030,data leakage,3
WOS:000651426700030,data qubit,3
WOS:000651426700030,distance,1
WOS:000651426700030,effect,3
WOS:000651426700030,effectiveness,1
WOS:000651426700030,gate,1
WOS:000651426700030,leakage,4
WOS:000651426700030,leakage error,3
WOS:000651426700030,leakage event,1
WOS:000651426700030,measurement,1
WOS:000651426700030,new technique,1
WOS:000651426700030,other qubit,1
WOS:000651426700030,presence,1
WOS:000651426700030,quantum error,1
WOS:000651426700030,qubit,1
WOS:000651426700030,sided leakage,1
WOS:000651426700030,surface code,2
WOS:000651426700030,surface code leakage,1
WOS:000651426700030,type,1
WOS:000651426700030,various context,1
WOS:000652113400009,efficient gene function prediction,1
WOS:000652113400009,multi-bacterial network na,1
WOS:000652333400111,theorem,1
WOS:000652599400011,data,1
WOS:000652599400011,fault model development,1
WOS:000652599400011,logic na,1
WOS:000653165300005,artifact,1
WOS:000653165300005,atmospheric turbulence,1
WOS:000653165300005,atmospheric turbulence image degradation,1
WOS:000653165300005,blur,3
WOS:000653165300005,deblur generator,1
WOS:000653165300005,deformation,2
WOS:000653165300005,deformation component,1
WOS:000653165300005,deformation correction generator,1
WOS:000653165300005,degradation,1
WOS:000653165300005,disentanglement,2
WOS:000653165300005,distortion,1
WOS:000653165300005,effectiveness,1
WOS:000653165300005,extensive experiment,1
WOS:000653165300005,face recognition,1
WOS:000653165300005,face restoration,1
WOS:000653165300005,feature,1
WOS:000653165300005,fusion function,1
WOS:000653165300005,generative single frame restoration algorithm,1
WOS:000653165300005,image,4
WOS:000653165300005,long range,1
WOS:000653165300005,paths,1
WOS:000653165300005,perceptual loss,1
WOS:000653165300005,recognition,1
WOS:000653165300005,restoration,1
WOS:000653165300005,restoration algorithm,1
WOS:000653165300005,restore image,1
WOS:000653165300005,rich detail,1
WOS:000653165300005,satisfactory performance,1
WOS:000653165300005,sharp image,2
WOS:000653165300005,single face image restoration,1
WOS:000653165300005,turbulence,3
WOS:000653165300012,age decrease,1
WOS:000653165300012,architecture,1
WOS:000653165300012,attribute,5
WOS:000653165300012,change,1
WOS:000653165300012,dcnn,1
WOS:000653165300012,deep network,1
WOS:000653165300012,different deep convolutional neural network,1
WOS:000653165300012,encoding,1
WOS:000653165300012,expressivity,5
WOS:000653165300012,face,2
WOS:000653165300012,face dcnn,1
WOS:000653165300012,face related information,1
WOS:000653165300012,facial attribute,2
WOS:000653165300012,feature,1
WOS:000653165300012,feature vector,2
WOS:000653165300012,feature vector inform,1
WOS:000653165300012,final layer,1
WOS:000653165300012,identity,1
WOS:000653165300012,identity decision,1
WOS:000653165300012,inception resnet,1
WOS:000653165300012,input,1
WOS:000653165300012,layer,1
WOS:000653165300012,measure,1
WOS:000653165300012,mutual information,1
WOS:000653165300012,network,6
WOS:000653165300012,network process face,1
WOS:000653165300012,order,1
WOS:000653165300012,output,1
WOS:000653165300012,pose,1
WOS:000653165300012,progress,1
WOS:000653165300012,resnet,1
WOS:000653165300012,second neural network,2
WOS:000653165300012,source,1
WOS:000653165300012,step,1
WOS:000653165300012,technique,1
WOS:000653165300012,tool,1
WOS:000653165300012,training iteration,1
WOS:000653831500008,action,1
WOS:000653831500008,addition,1
WOS:000653831500008,affect country,1
WOS:000653831500008,algorithm,1
WOS:000653831500008,america,1
WOS:000653831500008,applicable diagnostic covid,1
WOS:000653831500008,asia,1
WOS:000653831500008,classical sir epidemiological model,1
WOS:000653831500008,comparative tool,1
WOS:000653831500008,continent,1
WOS:000653831500008,contributions,1
WOS:000653831500008,control,2
WOS:000653831500008,control policy,1
WOS:000653831500008,data,1
WOS:000653831500008,effect,1
WOS:000653831500008,europe,1
WOS:000653831500008,infection time series,1
WOS:000653831500008,lear nt,1
WOS:000653831500008,machine,2
WOS:000653831500008,model,4
WOS:000653831500008,neural network module,1
WOS:000653831500008,parameter,1
WOS:000653831500008,previous epidemics,1
WOS:000653831500008,public platform,1
WOS:000653831500008,publicly available covid,1
WOS:000653831500008,quarantine,1
WOS:000653831500008,region,2
WOS:000653831500008,respective government,1
WOS:000653831500008,result,2
WOS:000653831500008,role,1
WOS:000653831500008,spread,2
WOS:000653831500008,strengthening,1
WOS:000653831500008,strong correlation,1
WOS:000653831500008,virus,1
WOS:000655271800004,actor,1
WOS:000655271800004,anger,1
WOS:000655271800004,brain,1
WOS:000655271800004,chance,1
WOS:000655271800004,dataset,1
WOS:000655271800004,dcnn,1
WOS:000655271800004,dcnn representation,2
WOS:000655271800004,deep convolutional neural network,1
WOS:000655271800004,deep network,1
WOS:000655271800004,deep network retaind shape,1
WOS:000655271800004,deformable information,1
WOS:000655271800004,degree,2
WOS:000655271800004,disgust,1
WOS:000655271800004,expression,3
WOS:000655271800004,expression classification,1
WOS:000655271800004,expression information,1
WOS:000655271800004,face,1
WOS:000655271800004,face identification facial expression,1
WOS:000655271800004,face identification retain identity,1
WOS:000655271800004,facial expression,3
WOS:000655271800004,frontal,1
WOS:000655271800004,full -dimensional representation,1
WOS:000655271800004,happiness,1
WOS:000655271800004,hierarchical grouping,1
WOS:000655271800004,identification,1
WOS:000655271800004,identity,5
WOS:000655271800004,image,3
WOS:000655271800004,image similarity,1
WOS:000655271800004,information,2
WOS:000655271800004,linear discriminant analysis,1
WOS:000655271800004,multiple source,1
WOS:000655271800004,recent hypothesis,1
WOS:000655271800004,representational similarity heatmaps,1
WOS:000655271800004,right profile,1
WOS:000655271800004,social world,1
WOS:000655271800004,surprise,1
WOS:000655271800004,system,1
WOS:000655271800004,two-dimensional image,1
WOS:000655271800004,two-dimensional visualization,1
WOS:000655271800004,unified form,1
WOS:000655271800004,ventral visual stream process,1
WOS:000655271800004,viewpoint,6
WOS:000655271800004,viewpoint change,1
WOS:000655271800004,visual cue,1
WOS:000656885400005,accuracy,1
WOS:000656885400005,air quality improvement,1
WOS:000656885400005,approach,1
WOS:000656885400005,available sensors,1
WOS:000656885400005,average size room,1
WOS:000656885400005,binary occupancy state,1
WOS:000656885400005,change,1
WOS:000656885400005,efficacy,1
WOS:000656885400005,elsevier b.v.,1
WOS:000656885400005,emergency evacuation,1
WOS:000656885400005,energy efficiency,1
WOS:000656885400005,experimental result,1
WOS:000656885400005,feature extraction transformation,1
WOS:000656885400005,few minute,1
WOS:000656885400005,first pi-prm submodule,1
WOS:000656885400005,golay,1
WOS:000656885400005,hvac operation mode,1
WOS:000656885400005,hvac state,1
WOS:000656885400005,indoor occupancy estimator,1
WOS:000656885400005,invariant feature,1
WOS:000656885400005,level,1
WOS:000656885400005,limited carbon dioxide,1
WOS:000656885400005,limited co2,1
WOS:000656885400005,method,1
WOS:000656885400005,occupancy change,1
WOS:000656885400005,optimal parameterization,1
WOS:000656885400005,other applications,1
WOS:000656885400005,pattern,1
WOS:000656885400005,physic,1
WOS:000656885400005,physics-informed pattern -recognition machine,1
WOS:000656885400005,pi-prm method,1
WOS:000656885400005,purpose,1
WOS:000656885400005,rate,1
WOS:000656885400005,recognition machine,1
WOS:000656885400005,room,1
WOS:000656885400005,stein,1
WOS:000656885400005,temperature measurement,1
WOS:000656885400005,temperature sensor,1
WOS:000656885400005,time estimation,1
WOS:000656885400005,time occupancy detection,1
WOS:000656885400005,transformation,2
WOS:000656885400005,unbiased risk estimator,1
WOS:000656885400005,work,1
WOS:000658346300031,bfv homomorphic encryption scheme,1
WOS:000658346300031,implementation,1
WOS:000658346300031,performance evaluation,1
WOS:000658346300031,rn variant,1
WOS:000658851200016,biological priors,1
WOS:000658851200016,graph metric,1
WOS:000658851200016,neural reconstruction integrity,1
WOS:000661896800003,fidelity,1
WOS:000661896800003,maximal intermediate leakage,1
WOS:000661896800003,quantum processor,1
WOS:000661896800003,speed limit,1
WOS:000661896800003,z gate,1
WOS:000663398200001,analytic report,1
WOS:000663398200001,application,1
WOS:000663398200001,artificial intelligence technology,1
WOS:000663398200001,automate explanation tool,1
WOS:000663398200001,bard,4
WOS:000663398200001,bard aids,1
WOS:000663398200001,bayesian argumentation,1
WOS:000663398200001,bayesian network,2
WOS:000663398200001,building,1
WOS:000663398200001,building bns,1
WOS:000663398200001,case,1
WOS:000663398200001,causal model,1
WOS:000663398200001,causal reasoning,1
WOS:000663398200001,causation,1
WOS:000663398200001,collaboration combine,1
WOS:000663398200001,confusion,1
WOS:000663398200001,date,1
WOS:000663398200001,decision make,2
WOS:000663398200001,delphi,1
WOS:000663398200001,delphi-style social process,1
WOS:000663398200001,demand,1
WOS:000663398200001,detailed description,1
WOS:000663398200001,effect,1
WOS:000663398200001,effective reasoning,1
WOS:000663398200001,end online platform,1
WOS:000663398200001,error,1
WOS:000663398200001,group,1
WOS:000663398200001,group elicitation,1
WOS:000663398200001,help,1
WOS:000663398200001,incremental bn construction process,1
WOS:000663398200001,initial experiment,1
WOS:000663398200001,methodology,1
WOS:000663398200001,model,2
WOS:000663398200001,model building process,1
WOS:000663398200001,motivation,1
WOS:000663398200001,much guidance,1
WOS:000663398200001,multiuser web,1
WOS:000663398200001,new methodology,1
WOS:000663398200001,online training,1
WOS:000663398200001,prior bn expertise,1
WOS:000663398200001,problem,1
WOS:000663398200001,problem solving,1
WOS:000663398200001,quality e-course,1
WOS:000663398200001,reason,1
WOS:000663398200001,report template,1
WOS:000663398200001,result,1
WOS:000663398200001,shortcoming,1
WOS:000663398200001,software platform,1
WOS:000663398200001,software require,1
WOS:000663398200001,stepwise,1
WOS:000663398200001,substantial upfront training,1
WOS:000663398200001,suitable problem,1
WOS:000663398200001,support,1
WOS:000663398200001,technique,1
WOS:000663398200001,uncertain situation,1
WOS:000663398200001,uncertainty,1
WOS:000663398200001,underlying probabilistic causal structure,1
WOS:000663398200001,validate,1
WOS:000663398200001,world situation,1
WOS:000664724300001,adjacent layer,1
WOS:000664724300001,chemical mechanical planarization,1
WOS:000664724300001,circuit,1
WOS:000664724300001,circuit cool,1
WOS:000664724300001,circuit feature,1
WOS:000664724300001,circuit inductor,1
WOS:000664724300001,combination,1
WOS:000664724300001,composite via,1
WOS:000664724300001,coupling,1
WOS:000664724300001,critical layer,1
WOS:000664724300001,data,1
WOS:000664724300001,different combination,1
WOS:000664724300001,distance,1
WOS:000664724300001,distant superconducting layer,1
WOS:000664724300001,effect,1
WOS:000664724300001,fabrication process,2
WOS:000664724300001,ground plane,1
WOS:000664724300001,ground plane layer,1
WOS:000664724300001,ground plane moat,1
WOS:000664724300001,inductance,5
WOS:000664724300001,inductance extraction,1
WOS:000664724300001,inductor,2
WOS:000664724300001,interlayer dielectric,1
WOS:000664724300001,linewidth,2
WOS:000664724300001,magnetic flux trapp,1
WOS:000664724300001,measurement,1
WOS:000664724300001,microstrip,1
WOS:000664724300001,mit lincoln laboratory,1
WOS:000664724300001,nearby inductor,1
WOS:000664724300001,new sc2 process,1
WOS:000664724300001,niobium layer,1
WOS:000664724300001,nm data,1
WOS:000664724300001,nm minimum feature size,1
WOS:000664724300001,nm node,1
WOS:000664724300001,nm photolithography,2
WOS:000664724300001,perforation,1
WOS:000664724300001,plasma etching,1
WOS:000664724300001,process,1
WOS:000664724300001,residual field,1
WOS:000664724300001,result,1
WOS:000664724300001,several configuration,1
WOS:000664724300001,software package inductex,1
WOS:000664724300001,standard processis,1
WOS:000664724300001,standard sfq5ee,1
WOS:000664724300001,stripline inductor,1
WOS:000664724300001,superconductor,1
WOS:000664724300001,superconductor digital,1
WOS:000664724300001,superconductor electronics,1
WOS:000664724300001,test circuit,1
WOS:000664724300001,variation,1
WOS:000664724300001,various feature,1
WOS:000664724300001,various size,2
WOS:000664724300001,wxlc,1
WOS:000667722802029,accuracy,1
WOS:000667722802029,accurate probability forecast,1
WOS:000667722802029,basic scoring rule method,1
WOS:000667722802029,best accuracy,1
WOS:000667722802029,challenge,1
WOS:000667722802029,continual attention,1
WOS:000667722802029,continuous inflow,1
WOS:000667722802029,daily feedback,1
WOS:000667722802029,effectiveness,1
WOS:000667722802029,effort,1
WOS:000667722802029,engagement,2
WOS:000667722802029,event,1
WOS:000667722802029,experimental study,1
WOS:000667722802029,feedback,2
WOS:000667722802029,forecast,2
WOS:000667722802029,forecaster,1
WOS:000667722802029,future event,1
WOS:000667722802029,human forecasting,1
WOS:000667722802029,hybrid role,1
WOS:000667722802029,hybrid scheme,3
WOS:000667722802029,immediate feedback,1
WOS:000667722802029,incentive payment,1
WOS:000667722802029,longer term,1
WOS:000667722802029,mechanical turk,1
WOS:000667722802029,methods,1
WOS:000667722802029,mturk,1
WOS:000667722802029,new information,1
WOS:000667722802029,outcome,1
WOS:000667722802029,peer prediction,5
WOS:000667722802029,peer prediction feedback,1
WOS:000667722802029,peer prediction methods,1
WOS:000667722802029,platform,1
WOS:000667722802029,prediction,1
WOS:000667722802029,problem,1
WOS:000667722802029,proper scoring rule,2
WOS:000667722802029,quality,1
WOS:000667722802029,rank feedback,1
WOS:000667722802029,rank placement,1
WOS:000667722802029,scale experiment,1
WOS:000667722802029,scheme,1
WOS:000667722802029,scoring rule,1
WOS:000667722802029,significant effect,1
WOS:000667722802029,small number,1
WOS:000667722802029,term,1
WOS:000667722802029,time,1
WOS:000667722802029,update forecast,1
WOS:000667722802029,user,2
WOS:000667722802029,user engagement,1
WOS:000668126802109,functional generalization,1
WOS:000668126802109,object interaction,1
WOS:000668155900176,bispace model,1
WOS:000668155900176,clear characterization,1
WOS:000668155900176,comprehensive model,1
WOS:000668155900176,dissemination,1
WOS:000668155900176,geometric brownian motion,2
WOS:000668155900176,idea spread,1
WOS:000668155900176,impact,1
WOS:000668155900176,individual,1
WOS:000668155900176,information,2
WOS:000668155900176,information diffusion,1
WOS:000668155900176,information dissemination,1
WOS:000668155900176,interconnected area,1
WOS:000668155900176,intrinsic random nature,1
WOS:000668155900176,mass protest adoption,1
WOS:000668155900176,model information diffusion,1
WOS:000668155900176,mouth,1
WOS:000668155900176,movement,1
WOS:000668155900176,network,1
WOS:000668155900176,news outlet,1
WOS:000668155900176,non-twitter environment,1
WOS:000668155900176,non-twitter source,1
WOS:000668155900176,novel application,1
WOS:000668155900176,poisson process function,1
WOS:000668155900176,principle,1
WOS:000668155900176,propagation,1
WOS:000668155900176,protest adoption,1
WOS:000668155900176,real twitter dataset,1
WOS:000668155900176,several difficulty,1
WOS:000668155900176,social community,1
WOS:000668155900176,social media outlet,1
WOS:000668155900176,social network communities,1
WOS:000668155900176,specific area,1
WOS:000668155900176,stochastic nature,1
WOS:000668155900176,sub-model,1
WOS:000668155900176,such movement,1
WOS:000668155900176,technique,2
WOS:000668155900176,traditional network graph theory,1
WOS:000668155900176,twitter,3
WOS:000668155900176,twitter propagation,1
WOS:000668155900176,twitter topic,1
WOS:000668155900176,twitter topic propagation,1
WOS:000668155900176,understand,1
WOS:000668155900176,union,1
WOS:000668155900176,word,1
WOS:000668155900190,audit trail interface,1
WOS:000668155900190,baserate method,1
WOS:000668155900190,blogs,1
WOS:000668155900190,brazil,1
WOS:000668155900190,capability,1
WOS:000668155900190,civil unrest,2
WOS:000668155900190,continuous system,1
WOS:000668155900190,country,1
WOS:000668155900190,data,1
WOS:000668155900190,design,1
WOS:000668155900190,economic indicator,1
WOS:000668155900190,ember,7
WOS:000668155900190,evaluation,1
WOS:000668155900190,forecast,1
WOS:000668155900190,fusion,1
WOS:000668155900190,future,1
WOS:000668155900190,implementation,1
WOS:000668155900190,independent t&e team,1
WOS:000668155900190,individual model,1
WOS:000668155900190,investigation,1
WOS:000668155900190,june,1
WOS:000668155900190,mitre,1
WOS:000668155900190,news,1
WOS:000668155900190,news source,1
WOS:000668155900190,note,1
WOS:000668155900190,numerous evaluation,1
WOS:000668155900190,open source indicator,2
WOS:000668155900190,other data source,1
WOS:000668155900190,protest,1
WOS:000668155900190,retrospective study,1
WOS:000668155900190,significant societal happenings,1
WOS:000668155900190,specific data source,1
WOS:000668155900190,specific evaluation criterion,1
WOS:000668155900190,specific prediction,1
WOS:000668155900190,superiority,1
WOS:000668155900190,suppression engine,1
WOS:000668155900190,system architecture,1
WOS:000668155900190,tweet,1
WOS:000668155900190,venezuela,1
WOS:000668155900190,violent protest,1
WOS:000668374500033,-gas chromatography,1
WOS:000668374500033,-part,1
WOS:000668374500033,analysis,1
WOS:000668374500033,analytical capability,1
WOS:000668374500033,applicability,1
WOS:000668374500033,benchtop fid,1
WOS:000668374500033,breath,1
WOS:000668374500033,car exhaust,1
WOS:000668374500033,challenge,1
WOS:000668374500033,complete mu gc-pid system,1
WOS:000668374500033,complex vapor mixture,1
WOS:000668374500033,concentration,1
WOS:000668374500033,current mu pid technology,1
WOS:000668374500033,detection,1
WOS:000668374500033,detection limit,1
WOS:000668374500033,development,1
WOS:000668374500033,door,1
WOS:000668374500033,explosive,1
WOS:000668374500033,fid method,1
WOS:000668374500033,field,1
WOS:000668374500033,field chromatogram,1
WOS:000668374500033,flame ionization detector,1
WOS:000668374500033,gc-pid system,1
WOS:000668374500033,high stability,1
WOS:000668374500033,laboratory setting,1
WOS:000668374500033,large linear dynamic range,1
WOS:000668374500033,level,1
WOS:000668374500033,magnitude,1
WOS:000668374500033,many applications,1
WOS:000668374500033,micro-photoionization detector,1
WOS:000668374500033,mu gc,1
WOS:000668374500033,mu pid,3
WOS:000668374500033,narcotic,1
WOS:000668374500033,order,1
WOS:000668374500033,part,1
WOS:000668374500033,photoionization detector,1
WOS:000668374500033,plasma activation,1
WOS:000668374500033,poor detection performance,1
WOS:000668374500033,portable analysis,1
WOS:000668374500033,prominent method,1
WOS:000668374500033,quality analysis,1
WOS:000668374500033,robustness,1
WOS:000668374500033,sensitivity micro-ga chromatograph,1
WOS:000668374500033,situ detection,1
WOS:000668374500033,situ experimentation,1
WOS:000668374500033,standard sample chromatogram,1
WOS:000668374500033,sub -part,1
WOS:000668374500033,sub-picogram detection limit,1
WOS:000668374500033,system,1
WOS:000668374500033,trace vapor analysis,1
WOS:000668374500033,trace vapor concentration,1
WOS:000668374500033,trace vapor detection,1
WOS:000668374500033,work,2
WOS:000668948200110,application,1
WOS:000668948200110,multispectral biometric system framework,1
WOS:000668948200110,presentation attack detection,1
WOS:000669776700011,ability,1
WOS:000669776700011,activity,1
WOS:000669776700011,complex,1
WOS:000669776700011,computational sensing,1
WOS:000669776700011,conductability,1
WOS:000669776700011,conductive knit,1
WOS:000669776700011,dependent tasnks,1
WOS:000669776700011,design,1
WOS:000669776700011,environment,2
WOS:000669776700011,flexible tube,1
WOS:000669776700011,fluidic sensing,1
WOS:000669776700011,force,1
WOS:000669776700011,glove,1
WOS:000669776700011,handwriting recognition,1
WOS:000669776700011,health analytic,1
WOS:000669776700011,high accuracy,1
WOS:000669776700011,hybrid resistive,1
WOS:000669776700011,industrial training,1
WOS:000669776700011,information,1
WOS:000669776700011,interaction,1
WOS:000669776700011,low cost,1
WOS:000669776700011,machine,1
WOS:000669776700011,manner,1
WOS:000669776700011,manufacturing,1
WOS:000669776700011,many application,1
WOS:000669776700011,material stiffness,1
WOS:000669776700011,mix reality interaction,1
WOS:000669776700011,motion,1
WOS:000669776700011,network,1
WOS:000669776700011,neural architecture,1
WOS:000669776700011,object identification,1
WOS:000669776700011,object temperature,1
WOS:000669776700011,precise physical state,1
WOS:000669776700011,pressure change,1
